100
1000
3000
1	2	1	2013-12-13	2013-12-18	200
2	6	5	2013-12-17	2013-12-22	600
3	3	2	2013-12-21	2013-12-26	300
4	7	6	2013-12-25	2013-12-30	700
5	9	8	2013-12-29	2014-01-03	900
6	2	1	2014-01-02	2014-01-06	200
7	6	5	2014-01-06	2014-01-10	600
8	10	9	2014-01-10	2014-01-14	1000
9	61	60	2014-01-14	2014-01-18	6100
10	12	11	2014-01-18	2014-01-22	1200
11	22	21	2014-01-25	2014-01-28	2200
12	24	23	2014-02-01	2014-02-04	2400
13	26	25	2014-02-08	2014-02-11	2600
14	28	27	2014-02-15	2014-02-18	2800
15	30	29	2014-02-22	2014-02-25	3000
16	32	31	2014-03-01	2014-03-04	3200
17	35	34	2014-03-08	2014-03-11	3500
18	38	37	2014-03-15	2014-03-16	3800
19	41	40	2014-03-22	2014-03-23	4100
20	44	43	2014-03-29	2014-03-30	4400
21	47	46	2013-12-13	2013-12-14	4700
22	50	49	2013-12-17	2013-12-18	5000
23	53	52	2013-12-21	2013-12-22	5300
24	1	0	2013-12-25	2013-12-26	100
25	7	6	2013-12-29	2013-12-30	700
26	13	12	2014-01-02	2014-01-03	1300
27	19	18	2014-01-06	2014-01-07	1900
28	25	24	2014-01-10	2014-01-11	2500
29	31	30	2014-01-14	2014-01-15	3100
30	37	36	2014-01-18	2014-01-19	3700
31	43	42	2014-01-25	2014-01-26	4300
32	19	18	2014-02-01	2014-02-02	1900
33	26	25	2014-02-08	2014-02-09	2600
34	33	32	2014-02-15	2014-02-16	3300
35	40	39	2014-02-22	2014-02-23	4000
36	47	46	2014-03-01	2014-03-02	4700
37	54	53	2014-03-08	2014-03-09	5400
38	61	60	2014-03-15	2014-03-16	6100
39	68	67	2014-03-22	2014-03-23	6800
40	7	6	2014-03-29	2014-03-30	700
41	12	11	2013-12-13	2013-12-14	1200
42	17	16	2013-12-17	2013-12-18	1700
43	22	21	2013-12-21	2013-12-22	2200
44	27	26	2013-12-25	2013-12-26	2700
45	32	31	2013-12-29	2013-12-30	3200
46	37	36	2014-01-02	2014-01-03	3700
47	42	41	2014-01-06	2014-01-07	4200
48	47	46	2014-01-10	2014-01-11	4700
49	2	1	2014-01-14	2014-01-15	200
50	3	2	2014-01-18	2014-01-19	300
51	4	3	2014-01-25	2014-01-26	400
52	5	4	2014-02-01	2014-02-02	500
53	6	5	2014-02-08	2014-02-09	600
54	7	6	2014-02-15	2014-02-16	700
55	8	7	2014-02-22	2014-02-23	800
56	9	8	2014-03-01	2014-03-02	900
57	10	9	2014-03-08	2014-03-09	1000
58	1	0	2014-03-15	2014-03-16	100
59	3	2	2014-03-22	2014-03-23	300
60	5	4	2014-03-29	2014-03-30	500
61	7	6	2013-12-13	2013-12-14	700
62	9	8	2013-12-17	2013-12-18	900
63	11	10	2013-12-21	2013-12-22	1100
64	13	12	2013-12-25	2013-12-26	1300
65	15	14	2013-12-29	2013-12-30	1500
66	17	16	2014-01-02	2014-01-03	1700
67	19	18	2014-01-06	2014-01-07	1900
68	21	20	2014-01-10	2014-01-11	2100
69	23	22	2014-01-14	2014-01-15	2300
70	25	24	2014-01-18	2014-01-19	2500
71	27	26	2014-01-25	2014-01-26	2700
72	29	28	2014-02-01	2014-02-02	2900
73	31	30	2014-02-08	2014-02-09	3100
74	33	32	2014-02-15	2014-02-16	3300
75	35	34	2014-02-22	2014-02-23	3500
76	37	36	2014-03-01	2014-03-02	3700
77	39	38	2014-03-08	2014-03-09	3900
78	41	40	2014-03-15	2014-03-16	4100
79	43	42	2014-03-22	2014-03-23	4300
80	45	44	2014-03-29	2014-03-30	4500
81	47	46	2013-12-13	2013-12-14	4700
82	49	48	2013-12-17	2013-12-18	4900
83	51	50	2013-12-21	2013-12-22	5100
84	53	52	2013-12-25	2013-12-26	5300
85	55	54	2013-12-29	2013-12-30	5500
86	57	56	2014-01-02	2014-01-03	5700
87	59	58	2014-01-06	2014-01-07	5900
88	61	60	2014-01-10	2014-01-11	6100
89	63	62	2014-01-14	2014-01-15	6300
90	65	64	2014-01-18	2014-01-19	6500
91	67	66	2014-01-25	2014-01-26	6700
92	69	68	2014-02-01	2014-02-02	6900
93	10	9	2014-02-08	2014-02-09	1000
94	50	49	2014-02-15	2014-02-16	5000
95	90	89	2014-02-22	2014-02-23	9000
96	130	129	2014-03-01	2014-03-02	13000
97	170	169	2014-03-08	2014-03-09	17000
98	210	209	2014-03-15	2014-03-16	21000
99	250	249	2014-03-22	2014-03-23	25000
100	290	289	2014-03-29	2014-03-30	29000
